,State,County,ChronicConditions,Beneficiaries,Prevalence
48092,OR,Coos,Arthritis,16598.0,29.1903
48093,OR,Coos,Asthma,16598.0,4.3861
48094,OR,Coos,Atrial Fibrillation,16598.0,8.742
48095,OR,Coos,Autism Spectrum Disorders,16598.0,0.2048
48096,OR,Coos,COPD,16598.0,12.8148
48097,OR,Coos,Cancer,16598.0,7.3202
48098,OR,Coos,Chronic Kidney Disease,16598.0,23.9426
48099,OR,Coos,Depression,16598.0,21.5689
48100,OR,Coos,Diabetes,16598.0,24.8885
48101,OR,Coos,Drug/Substance Abuse,16598.0,4.5307
48102,OR,Coos,HIV/AIDS,16598.0,0.1205
48103,OR,Coos,Heart Failure,16598.0,15.2729
48104,OR,Coos,Hepatitis (Chronic Viral B & C),16598.0,1.3134
48105,OR,Coos,Hyperlipidemia,16598.0,44.2764
48106,OR,Coos,Hypertension,16598.0,54.1933
48107,OR,Coos,Ischemic Heart Disease,16598.0,20.9061
48108,OR,Coos,Osteoporosis,16598.0,5.1452
48109,OR,Coos,Schizophrenia and Other Psychotic Disorders,16598.0,1.7713
48110,OR,Coos,Stroke,16598.0,3.2594
48111,OR,Crook,Alcohol Abuse,4909.0,2.1389
48112,OR,Crook,Alzheimer's Disease/Dementia,4909.0,6.9464
48113,OR,Crook,Arthritis,4909.0,33.1636
48114,OR,Crook,Asthma,4909.0,4.4816
48115,OR,Crook,Atrial Fibrillation,4909.0,6.9668
48117,OR,Crook,COPD,4909.0,9.3094
48118,OR,Crook,Cancer,4909.0,7.965
48119,OR,Crook,Chronic Kidney Disease,4909.0,17.0299
48120,OR,Crook,Depression,4909.0,17.0503
48121,OR,Crook,Diabetes,4909.0,20.0041
48122,OR,Crook,Drug/Substance Abuse,4909.0,3.5649
48124,OR,Crook,Heart Failure,4909.0,9.1465
48125,OR,Crook,Hepatitis (Chronic Viral B & C),4909.0,0.6926
48126,OR,Crook,Hyperlipidemia,4909.0,34.9155
48127,OR,Crook,Hypertension,4909.0,45.8342
48128,OR,Crook,Ischemic Heart Disease,4909.0,21.4097
48129,OR,Crook,Osteoporosis,4909.0,5.8464
48130,OR,Crook,Schizophrenia and Other Psychotic Disorders,4909.0,0.8963
48131,OR,Crook,Stroke,4909.0,2.5667
48132,OR,Curry,Alcohol Abuse,7494.0,2.482
48133,OR,Curry,Alzheimer's Disease/Dementia,7494.0,7.0456
48134,OR,Curry,Arthritis,7494.0,27.7956
48135,OR,Curry,Asthma,7494.0,3.5762
48136,OR,Curry,Atrial Fibrillation,7494.0,7.0723
48137,OR,Curry,Autism Spectrum Disorders,7494.0,0.1735
48138,OR,Curry,COPD,7494.0,10.6218
48139,OR,Curry,Cancer,7494.0,6.4585
48140,OR,Curry,Chronic Kidney Disease,7494.0,15.4123
48141,OR,Curry,Depression,7494.0,13.1438
48142,OR,Curry,Diabetes,7494.0,20.6565
48143,OR,Curry,Drug/Substance Abuse,7494.0,5.1374
48145,OR,Curry,Heart Failure,7494.0,12.5167
48146,OR,Curry,Hepatitis (Chronic Viral B & C),7494.0,1.0542
48147,OR,Curry,Hyperlipidemia,7494.0,35.6952
48148,OR,Curry,Hypertension,7494.0,47.1177
48149,OR,Curry,Ischemic Heart Disease,7494.0,19.3088
48150,OR,Curry,Osteoporosis,7494.0,3.6563
48151,OR,Curry,Schizophrenia and Other Psychotic Disorders,7494.0,0.854
48152,OR,Curry,Stroke,7494.0,2.2418
48153,OR,Deschutes,Alcohol Abuse,28544.0,2.4103
48154,OR,Deschutes,Alzheimer's Disease/Dementia,28544.0,6.4742
48155,OR,Deschutes,Arthritis,28544.0,32.4797
48156,OR,Deschutes,Asthma,28544.0,4.2986
48157,OR,Deschutes,Atrial Fibrillation,28544.0,6.8526
48158,OR,Deschutes,Autism Spectrum Disorders,28544.0,0.1121
48159,OR,Deschutes,COPD,28544.0,7.0838
48160,OR,Deschutes,Cancer,28544.0,8.7549
48161,OR,Deschutes,Chronic Kidney Disease,28544.0,15.0469
48162,OR,Deschutes,Depression,28544.0,16.8967
48163,OR,Deschutes,Diabetes,28544.0,15.7441
48164,OR,Deschutes,Drug/Substance Abuse,28544.0,3.0444
48165,OR,Deschutes,HIV/AIDS,28544.0,0.0946
48166,OR,Deschutes,Heart Failure,28544.0,7.9982
48167,OR,Deschutes,Hepatitis (Chronic Viral B & C),28544.0,0.6656
48168,OR,Deschutes,Hyperlipidemia,28544.0,41.718
48169,OR,Deschutes,Hypertension,28544.0,42.9863
48170,OR,Deschutes,Ischemic Heart Disease,28544.0,22.6668
48171,OR,Deschutes,Osteoporosis,28544.0,8.324
48172,OR,Deschutes,Schizophrenia and Other Psychotic Disorders,28544.0,1.0755
48173,OR,Deschutes,Stroke,28544.0,2.7186
48174,OR,Douglas,Alcohol Abuse,19369.0,2.1529
48175,OR,Douglas,Alzheimer's Disease/Dementia,19369.0,7.3158
48176,OR,Douglas,Arthritis,19369.0,29.8467
48177,OR,Douglas,Asthma,19369.0,4.2491
48178,OR,Douglas,Atrial Fibrillation,19369.0,7.4191
48179,OR,Douglas,Autism Spectrum Disorders,19369.0,0.1755
48180,OR,Douglas,COPD,19369.0,11.5804
48181,OR,Douglas,Cancer,19369.0,7.1041
48182,OR,Douglas,Chronic Kidney Disease,19369.0,22.4431
48183,OR,Douglas,Depression,19369.0,15.2047
48184,OR,Douglas,Diabetes,19369.0,22.0042
48185,OR,Douglas,Drug/Substance Abuse,19369.0,3.1597
48186,OR,Douglas,HIV/AIDS,19369.0,0.1652
48187,OR,Douglas,Heart Failure,19369.0,11.8282
48188,OR,Douglas,Hepatitis (Chronic Viral B & C),19369.0,0.9913
48189,OR,Douglas,Hyperlipidemia,19369.0,39.5322
48190,OR,Douglas,Hypertension,19369.0,50.2607
48191,OR,Douglas,Ischemic Heart Disease,19369.0,20.2179
48192,OR,Douglas,Osteoporosis,19369.0,5.261
48193,OR,Douglas,Schizophrenia and Other Psychotic Disorders,19369.0,1.5798
48194,OR,Douglas,Stroke,19369.0,2.4885
48196,OR,Gilliam,Alzheimer's Disease/Dementia,458.0,9.3886
48197,OR,Gilliam,Arthritis,458.0,24.6725
48199,OR,Gilliam,Atrial Fibrillation,458.0,7.2052
48200,OR,Gilliam,Autism Spectrum Disorders,458.0,0.0
48201,OR,Gilliam,COPD,458.0,9.1703
48202,OR,Gilliam,Cancer,458.0,5.8952
48203,OR,Gilliam,Chronic Kidney Disease,458.0,22.0524
48204,OR,Gilliam,Depression,458.0,14.6288
48205,OR,Gilliam,Diabetes,458.0,23.3624
48206,OR,Gilliam,Drug/Substance Abuse,458.0,4.1485
48208,OR,Gilliam,Heart Failure,458.0,11.3537
48210,OR,Gilliam,Hyperlipidemia,458.0,29.6943
48211,OR,Gilliam,Hypertension,458.0,39.738
48212,OR,Gilliam,Ischemic Heart Disease,458.0,18.559
48213,OR,Gilliam,Osteoporosis,458.0,4.5852
48215,OR,Gilliam,Stroke,458.0,2.4017
48216,OR,Grant,Alcohol Abuse,1752.0,1.7123
48217,OR,Grant,Alzheimer's Disease/Dementia,1752.0,8.105
48218,OR,Grant,Arthritis,1752.0,25.1712
48219,OR,Grant,Asthma,1752.0,2.1689
48220,OR,Grant,Atrial Fibrillation,1752.0,6.2785
48222,OR,Grant,COPD,1752.0,8.7329
48223,OR,Grant,Cancer,1752.0,5.9361
48224,OR,Grant,Chronic Kidney Disease,1752.0,17.0662
48225,OR,Grant,Depression,1752.0,10.6164
48226,OR,Grant,Diabetes,1752.0,21.6324
48227,OR,Grant,Drug/Substance Abuse,1752.0,2.3973
48229,OR,Grant,Heart Failure,1752.0,9.532
48230,OR,Grant,Hepatitis (Chronic Viral B & C),1752.0,0.6279
48231,OR,Grant,Hyperlipidemia,1752.0,25.9132
48232,OR,Grant,Hypertension,1752.0,39.6689
48233,OR,Grant,Ischemic Heart Disease,1752.0,16.7808
48234,OR,Grant,Osteoporosis,1752.0,5.7078
48235,OR,Grant,Schizophrenia and Other Psychotic Disorders,1752.0,0.6849
48236,OR,Grant,Stroke,1752.0,1.9406
48237,OR,Harney,Alcohol Abuse,1708.0,2.5176
48238,OR,Harney,Alzheimer's Disease/Dementia,1708.0,6.1475
48239,OR,Harney,Arthritis,1708.0,30.6792
48240,OR,Harney,Asthma,1708.0,2.9274
48241,OR,Harney,Atrial Fibrillation,1708.0,7.2014
48243,OR,Harney,COPD,1708.0,10.0703
48244,OR,Harney,Cancer,1708.0,6.733
48245,OR,Harney,Chronic Kidney Disease,1708.0,14.4614
48246,OR,Harney,Depression,1708.0,10.7728
48247,OR,Harney,Diabetes,1708.0,22.0726
48248,OR,Harney,Drug/Substance Abuse,1708.0,3.1616
48250,OR,Harney,Heart Failure,1708.0,15.3396
48251,OR,Harney,Hepatitis (Chronic Viral B & C),1708.0,0.7611
48252,OR,Harney,Hyperlipidemia,1708.0,24.7658
48253,OR,Harney,Hypertension,1708.0,40.1054
48254,OR,Harney,Ischemic Heart Disease,1708.0,17.3302
48255,OR,Harney,Osteoporosis,1708.0,3.103
48256,OR,Harney,Schizophrenia and Other Psychotic Disorders,1708.0,1.3466
48257,OR,Harney,Stroke,1708.0,2.1077
48258,OR,Hood River,Alcohol Abuse,3000.0,1.4667
48259,OR,Hood River,Alzheimer's Disease/Dementia,3000.0,7.8667
48260,OR,Hood River,Arthritis,3000.0,24.8333
48261,OR,Hood River,Asthma,3000.0,2.9333
48262,OR,Hood River,Atrial Fibrillation,3000.0,6.6333
48264,OR,Hood River,COPD,3000.0,5.5667
48265,OR,Hood River,Cancer,3000.0,7.1333
48266,OR,Hood River,Chronic Kidney Disease,3000.0,14.0
48267,OR,Hood River,Depression,3000.0,14.4
48268,OR,Hood River,Diabetes,3000.0,19.6
48269,OR,Hood River,Drug/Substance Abuse,3000.0,1.9667
48271,OR,Hood River,Heart Failure,3000.0,9.3667
48272,OR,Hood River,Hepatitis (Chronic Viral B & C),3000.0,0.6333
48273,OR,Hood River,Hyperlipidemia,3000.0,27.8667
48274,OR,Hood River,Hypertension,3000.0,38.1667
48275,OR,Hood River,Ischemic Heart Disease,3000.0,14.5333
48276,OR,Hood River,Osteoporosis,3000.0,4.5667
48277,OR,Hood River,Schizophrenia and Other Psychotic Disorders,3000.0,1.5333
48278,OR,Hood River,Stroke,3000.0,2.5
48279,OR,Jackson,Alcohol Abuse,34231.0,2.4861
48280,OR,Jackson,Alzheimer's Disease/Dementia,34231.0,8.7377
48281,OR,Jackson,Arthritis,34231.0,32.2281
48282,OR,Jackson,Asthma,34231.0,4.6683
48283,OR,Jackson,Atrial Fibrillation,34231.0,7.3501
48284,OR,Jackson,Autism Spectrum Disorders,34231.0,0.2542
48285,OR,Jackson,COPD,34231.0,9.8478
48286,OR,Jackson,Cancer,34231.0,7.835
48287,OR,Jackson,Chronic Kidney Disease,34231.0,19.2632
48288,OR,Jackson,Depression,34231.0,17.4082
48289,OR,Jackson,Diabetes,34231.0,19.4619
48290,OR,Jackson,Drug/Substance Abuse,34231.0,5.0919
48291,OR,Jackson,HIV/AIDS,34231.0,0.1519
48292,OR,Jackson,Heart Failure,34231.0,10.4876
48293,OR,Jackson,Hepatitis (Chronic Viral B & C),34231.0,0.9903
48294,OR,Jackson,Hyperlipidemia,34231.0,37.4631
48295,OR,Jackson,Hypertension,34231.0,44.4334
48296,OR,Jackson,Ischemic Heart Disease,34231.0,18.2992
48297,OR,Jackson,Osteoporosis,34231.0,6.313
48298,OR,Jackson,Schizophrenia and Other Psychotic Disorders,34231.0,1.6418
48299,OR,Jackson,Stroke,34231.0,2.6263
48300,OR,Jefferson,Alcohol Abuse,3608.0,2.3559
48301,OR,Jefferson,Alzheimer's Disease/Dementia,3608.0,6.7905
48302,OR,Jefferson,Arthritis,3608.0,31.0421
48303,OR,Jefferson,Asthma,3608.0,4.7672
48304,OR,Jefferson,Atrial Fibrillation,3608.0,6.9568
48306,OR,Jefferson,COPD,3608.0,8.8137
48307,OR,Jefferson,Cancer,3608.0,6.9013
48308,OR,Jefferson,Chronic Kidney Disease,3608.0,18.459
48309,OR,Jefferson,Depression,3608.0,16.6851
48310,OR,Jefferson,Diabetes,3608.0,22.949
48311,OR,Jefferson,Drug/Substance Abuse,3608.0,4.3514
48313,OR,Jefferson,Heart Failure,3608.0,9.8392
48314,OR,Jefferson,Hepatitis (Chronic Viral B & C),3608.0,0.6375
48315,OR,Jefferson,Hyperlipidemia,3608.0,32.7605
48316,OR,Jefferson,Hypertension,3608.0,43.6253
48317,OR,Jefferson,Ischemic Heart Disease,3608.0,21.5909
48318,OR,Jefferson,Osteoporosis,3608.0,5.2384
48319,OR,Jefferson,Schizophrenia and Other Psychotic Disorders,3608.0,1.0532
48320,OR,Jefferson,Stroke,3608.0,3.3814
48321,OR,Josephine,Alcohol Abuse,14370.0,2.5539
48322,OR,Josephine,Alzheimer's Disease/Dementia,14370.0,7.3486
48323,OR,Josephine,Arthritis,14370.0,31.2526
48324,OR,Josephine,Asthma,14370.0,4.8921
48325,OR,Josephine,Atrial Fibrillation,14370.0,7.119
48326,OR,Josephine,Autism Spectrum Disorders,14370.0,0.1461
48327,OR,Josephine,COPD,14370.0,11.7745
48328,OR,Josephine,Cancer,14370.0,7.3417
48329,OR,Josephine,Chronic Kidney Disease,14370.0,22.1434
48330,OR,Josephine,Depression,14370.0,16.3257
48331,OR,Josephine,Diabetes,14370.0,21.0717
48332,OR,Josephine,Drug/Substance Abuse,14370.0,4.8573
48333,OR,Josephine,HIV/AIDS,14370.0,0.1392
48334,OR,Josephine,Heart Failure,14370.0,11.4266
48335,OR,Josephine,Hepatitis (Chronic Viral B & C),14370.0,1.1691
48336,OR,Josephine,Hyperlipidemia,14370.0,36.8546
48337,OR,Josephine,Hypertension,14370.0,47.5783
48338,OR,Josephine,Ischemic Heart Disease,14370.0,20.2923
48339,OR,Josephine,Osteoporosis,14370.0,4.8086
48340,OR,Josephine,Schizophrenia and Other Psychotic Disorders,14370.0,1.4962
48341,OR,Josephine,Stroke,14370.0,2.4078
48342,OR,Klamath,Alcohol Abuse,11873.0,2.3246
48343,OR,Klamath,Alzheimer's Disease/Dementia,11873.0,7.5044
48344,OR,Klamath,Arthritis,11873.0,29.7061
48345,OR,Klamath,Asthma,11873.0,4.4808
48346,OR,Klamath,Atrial Fibrillation,11873.0,7.9761
48347,OR,Klamath,Autism Spectrum Disorders,11873.0,0.1011
48348,OR,Klamath,COPD,11873.0,11.9346
48349,OR,Klamath,Cancer,11873.0,7.0159
48350,OR,Klamath,Chronic Kidney Disease,11873.0,19.5064
48351,OR,Klamath,Depression,11873.0,17.5019
48352,OR,Klamath,Diabetes,11873.0,23.1365
48353,OR,Klamath,Drug/Substance Abuse,11873.0,3.2595
48354,OR,Klamath,HIV/AIDS,11873.0,0.1011
48355,OR,Klamath,Heart Failure,11873.0,13.0885
48356,OR,Klamath,Hepatitis (Chronic Viral B & C),11873.0,1.0107
48357,OR,Klamath,Hyperlipidemia,11873.0,34.5237
48358,OR,Klamath,Hypertension,11873.0,48.5892
48359,OR,Klamath,Ischemic Heart Disease,11873.0,22.8165
48360,OR,Klamath,Osteoporosis,11873.0,5.7862
48361,OR,Klamath,Schizophrenia and Other Psychotic Disorders,11873.0,1.4487
48362,OR,Klamath,Stroke,11873.0,1.954
48363,OR,Lake,Alcohol Abuse,1944.0,2.4691
48364,OR,Lake,Alzheimer's Disease/Dementia,1944.0,6.6358
48365,OR,Lake,Arthritis,1944.0,27.8292
48366,OR,Lake,Asthma,1944.0,2.6749
48367,OR,Lake,Atrial Fibrillation,1944.0,6.3272
48369,OR,Lake,COPD,1944.0,9.928
48370,OR,Lake,Cancer,1944.0,5.4527
48371,OR,Lake,Chronic Kidney Disease,1944.0,12.6029
48372,OR,Lake,Depression,1944.0,10.6996
48373,OR,Lake,Diabetes,1944.0,20.0617
48374,OR,Lake,Drug/Substance Abuse,1944.0,3.3951
48376,OR,Lake,Heart Failure,1944.0,11.0082
48378,OR,Lake,Hyperlipidemia,1944.0,25.7716
48379,OR,Lake,Hypertension,1944.0,38.5802
48380,OR,Lake,Ischemic Heart Disease,1944.0,17.6955
48381,OR,Lake,Osteoporosis,1944.0,2.7263
48382,OR,Lake,Schizophrenia and Other Psychotic Disorders,1944.0,1.0288
48383,OR,Lake,Stroke,1944.0,2.2119
48384,OR,Lane,Alcohol Abuse,36141.0,2.7448
48385,OR,Lane,Alzheimer's Disease/Dementia,36141.0,7.5676
48386,OR,Lane,Arthritis,36141.0,27.805
48387,OR,Lane,Asthma,36141.0,4.8089
48388,OR,Lane,Atrial Fibrillation,36141.0,6.8703
48389,OR,Lane,Autism Spectrum Disorders,36141.0,0.3293
48390,OR,Lane,COPD,36141.0,8.6467
48391,OR,Lane,Cancer,36141.0,7.0502
48392,OR,Lane,Chronic Kidney Disease,36141.0,20.4864
48393,OR,Lane,Depression,36141.0,19.1362
48394,OR,Lane,Diabetes,36141.0,19.8168
48395,OR,Lane,Drug/Substance Abuse,36141.0,5.1742
48396,OR,Lane,HIV/AIDS,36141.0,0.2463
48397,OR,Lane,Heart Failure,36141.0,10.5531
48398,OR,Lane,Hepatitis (Chronic Viral B & C),36141.0,1.2451
48399,OR,Lane,Hyperlipidemia,36141.0,34.0776
48400,OR,Lane,Hypertension,36141.0,42.503
48401,OR,Lane,Ischemic Heart Disease,36141.0,16.2364
48402,OR,Lane,Osteoporosis,36141.0,5.9766
48403,OR,Lane,Schizophrenia and Other Psychotic Disorders,36141.0,2.2661
48404,OR,Lane,Stroke,36141.0,2.3491
48405,OR,Lincoln,Alcohol Abuse,11900.0,2.8571
48406,OR,Lincoln,Alzheimer's Disease/Dementia,11900.0,6.2941
48407,OR,Lincoln,Arthritis,11900.0,25.8403
48408,OR,Lincoln,Asthma,11900.0,3.9328
48409,OR,Lincoln,Atrial Fibrillation,11900.0,7.7983
48410,OR,Lincoln,Autism Spectrum Disorders,11900.0,0.1933
48411,OR,Lincoln,COPD,11900.0,9.7227
48412,OR,Lincoln,Cancer,11900.0,6.3109
48413,OR,Lincoln,Chronic Kidney Disease,11900.0,16.7143
48414,OR,Lincoln,Depression,11900.0,15.8655
48415,OR,Lincoln,Diabetes,11900.0,22.1849
48416,OR,Lincoln,Drug/Substance Abuse,11900.0,3.1933
48417,OR,Lincoln,HIV/AIDS,11900.0,0.1008
48418,OR,Lincoln,Heart Failure,11900.0,11.7815
48419,OR,Lincoln,Hepatitis (Chronic Viral B & C),11900.0,1.2437
48420,OR,Lincoln,Hyperlipidemia,11900.0,32.5966
48421,OR,Lincoln,Hypertension,11900.0,45.9748
48422,OR,Lincoln,Ischemic Heart Disease,11900.0,16.5882
48423,OR,Lincoln,Osteoporosis,11900.0,3.5714
48424,OR,Lincoln,Schizophrenia and Other Psychotic Disorders,11900.0,1.2185
48425,OR,Lincoln,Stroke,11900.0,2.3613
48426,OR,Linn,Alcohol Abuse,11976.0,2.7054
48427,OR,Linn,Alzheimer's Disease/Dementia,11976.0,7.3397
48428,OR,Linn,Arthritis,11976.0,28.1146
48429,OR,Linn,Asthma,11976.0,5.01
48430,OR,Linn,Atrial Fibrillation,11976.0,7.5401
48431,OR,Linn,Autism Spectrum Disorders,11976.0,0.2839
48432,OR,Linn,COPD,11976.0,10.3039
48433,OR,Linn,Cancer,11976.0,5.9369
48434,OR,Linn,Chronic Kidney Disease,11976.0,21.3176
48435,OR,Linn,Depression,11976.0,19.0464
48436,OR,Linn,Diabetes,11976.0,23.8477
48437,OR,Linn,Drug/Substance Abuse,11976.0,4.9265
48438,OR,Linn,HIV/AIDS,11976.0,0.1002
48439,OR,Linn,Heart Failure,11976.0,12.6336
48440,OR,Linn,Hepatitis (Chronic Viral B & C),11976.0,1.503
48441,OR,Linn,Hyperlipidemia,11976.0,32.9993
48442,OR,Linn,Hypertension,11976.0,46.8854
48443,OR,Linn,Ischemic Heart Disease,11976.0,19.1132
48444,OR,Linn,Osteoporosis,11976.0,4.3921
48445,OR,Linn,Schizophrenia and Other Psychotic Disorders,11976.0,2.4883
48446,OR,Linn,Stroke,11976.0,2.9309
48447,OR,Malheur,Alcohol Abuse,5053.0,2.2165
48448,OR,Malheur,Alzheimer's Disease/Dementia,5053.0,9.4399
48449,OR,Malheur,Arthritis,5053.0,33.3663
48450,OR,Malheur,Asthma,5053.0,4.1955
48451,OR,Malheur,Atrial Fibrillation,5053.0,7.263
48452,OR,Malheur,Autism Spectrum Disorders,5053.0,0.4354
48453,OR,Malheur,COPD,5053.0,10.7461
48454,OR,Malheur,Cancer,5053.0,7.3818
48455,OR,Malheur,Chronic Kidney Disease,5053.0,21.9474
48456,OR,Malheur,Depression,5053.0,18.8799
48457,OR,Malheur,Diabetes,5053.0,25.2721
48458,OR,Malheur,Drug/Substance Abuse,5053.0,6.135
48460,OR,Malheur,Heart Failure,5053.0,13.1803
48461,OR,Malheur,Hepatitis (Chronic Viral B & C),5053.0,0.5145
48462,OR,Malheur,Hyperlipidemia,5053.0,32.6143
48463,OR,Malheur,Hypertension,5053.0,50.4255
48464,OR,Malheur,Ischemic Heart Disease,5053.0,19.7704
48465,OR,Malheur,Osteoporosis,5053.0,4.8684
48466,OR,Malheur,Schizophrenia and Other Psychotic Disorders,5053.0,2.2363
48467,OR,Malheur,Stroke,5053.0,2.355
48468,OR,Marion,Alcohol Abuse,21694.0,2.4108
48469,OR,Marion,Alzheimer's Disease/Dementia,21694.0,9.0255
48470,OR,Marion,Arthritis,21694.0,25.8044
48471,OR,Marion,Asthma,21694.0,4.4943
48472,OR,Marion,Atrial Fibrillation,21694.0,7.7579
48473,OR,Marion,Autism Spectrum Disorders,21694.0,0.3964
48474,OR,Marion,COPD,21694.0,8.7536
48475,OR,Marion,Cancer,21694.0,6.6931
48476,OR,Marion,Chronic Kidney Disease,21694.0,21.4391
48477,OR,Marion,Depression,21694.0,17.2951
48478,OR,Marion,Diabetes,21694.0,24.5275
48479,OR,Marion,Drug/Substance Abuse,21694.0,3.4941
48480,OR,Marion,HIV/AIDS,21694.0,0.2489
48481,OR,Marion,Heart Failure,21694.0,12.7777
48482,OR,Marion,Hepatitis (Chronic Viral B & C),21694.0,1.0648
48483,OR,Marion,Hyperlipidemia,21694.0,31.1837
48484,OR,Marion,Hypertension,21694.0,46.4506
48485,OR,Marion,Ischemic Heart Disease,21694.0,20.0885
48486,OR,Marion,Osteoporosis,21694.0,4.1901
48487,OR,Marion,Schizophrenia and Other Psychotic Disorders,21694.0,2.7519
48488,OR,Marion,Stroke,21694.0,2.5675
48489,OR,Morrow,Alcohol Abuse,1731.0,1.0399
48490,OR,Morrow,Alzheimer's Disease/Dementia,1731.0,7.9723
48491,OR,Morrow,Arthritis,1731.0,26.0543
48492,OR,Morrow,Asthma,1731.0,3.524
48493,OR,Morrow,Atrial Fibrillation,1731.0,7.3368
48495,OR,Morrow,COPD,1731.0,10.1098
48496,OR,Morrow,Cancer,1731.0,6.0659
48497,OR,Morrow,Chronic Kidney Disease,1731.0,21.5482
48498,OR,Morrow,Depression,1731.0,11.7273
48499,OR,Morrow,Diabetes,1731.0,25.0722
48500,OR,Morrow,Drug/Substance Abuse,1731.0,3.5817
48502,OR,Morrow,Heart Failure,1731.0,9.8787
48504,OR,Morrow,Hyperlipidemia,1731.0,35.5286
48505,OR,Morrow,Hypertension,1731.0,42.8076
48506,OR,Morrow,Ischemic Heart Disease,1731.0,19.353
48507,OR,Morrow,Osteoporosis,1731.0,3.0618
48508,OR,Morrow,Schizophrenia and Other Psychotic Disorders,1731.0,1.2132
48509,OR,Morrow,Stroke,1731.0,1.9064
48510,OR,Multnomah,Alcohol Abuse,38238.0,3.6534
48511,OR,Multnomah,Alzheimer's Disease/Dementia,38238.0,9.0878
48512,OR,Multnomah,Arthritis,38238.0,23.0818
48513,OR,Multnomah,Asthma,38238.0,4.2968
48514,OR,Multnomah,Atrial Fibrillation,38238.0,6.7891
48515,OR,Multnomah,Autism Spectrum Disorders,38238.0,0.3347
48516,OR,Multnomah,COPD,38238.0,7.3435
48517,OR,Multnomah,Cancer,38238.0,6.7864
48518,OR,Multnomah,Chronic Kidney Disease,38238.0,19.5565
48519,OR,Multnomah,Depression,38238.0,19.3839
48520,OR,Multnomah,Diabetes,38238.0,19.3159
48521,OR,Multnomah,Drug/Substance Abuse,38238.0,6.1405
48522,OR,Multnomah,HIV/AIDS,38238.0,0.5649
48523,OR,Multnomah,Heart Failure,38238.0,11.7553
48524,OR,Multnomah,Hepatitis (Chronic Viral B & C),38238.0,1.9483
48525,OR,Multnomah,Hyperlipidemia,38238.0,26.981
48526,OR,Multnomah,Hypertension,38238.0,38.5245
48527,OR,Multnomah,Ischemic Heart Disease,38238.0,17.3754
48528,OR,Multnomah,Osteoporosis,38238.0,5.7796
48529,OR,Multnomah,Schizophrenia and Other Psychotic Disorders,38238.0,3.8548
48530,OR,Multnomah,Stroke,38238.0,2.8113
48531,OR,Polk,Alcohol Abuse,5913.0,1.7927
48532,OR,Polk,Alzheimer's Disease/Dementia,5913.0,8.7773
48533,OR,Polk,Arthritis,5913.0,25.6046
48534,OR,Polk,Asthma,5913.0,5.0397
48535,OR,Polk,Atrial Fibrillation,5913.0,7.8979
48536,OR,Polk,Autism Spectrum Disorders,5913.0,0.3721
48537,OR,Polk,COPD,5913.0,8.0331
48538,OR,Polk,Cancer,5913.0,7.2045
48539,OR,Polk,Chronic Kidney Disease,5913.0,19.2626
48540,OR,Polk,Depression,5913.0,16.2523
48541,OR,Polk,Diabetes,5913.0,22.8818
48542,OR,Polk,Drug/Substance Abuse,5913.0,2.8412
48543,OR,Polk,HIV/AIDS,5913.0,0.2029
48544,OR,Polk,Heart Failure,5913.0,12.7516
48545,OR,Polk,Hepatitis (Chronic Viral B & C),5913.0,0.9978
48546,OR,Polk,Hyperlipidemia,5913.0,32.1833
48547,OR,Polk,Hypertension,5913.0,46.5584
48548,OR,Polk,Ischemic Heart Disease,5913.0,20.7678
48549,OR,Polk,Osteoporosis,5913.0,4.0081
48550,OR,Polk,Schizophrenia and Other Psychotic Disorders,5913.0,1.6912
48551,OR,Polk,Stroke,5913.0,1.8434
48553,OR,Sherman,Alzheimer's Disease/Dementia,398.0,6.7839
48554,OR,Sherman,Arthritis,398.0,28.8945
48555,OR,Sherman,Asthma,398.0,5.2764
48556,OR,Sherman,Atrial Fibrillation,398.0,9.799
48557,OR,Sherman,Autism Spectrum Disorders,398.0,0.0
48558,OR,Sherman,COPD,398.0,9.799
48559,OR,Sherman,Cancer,398.0,5.2764
48560,OR,Sherman,Chronic Kidney Disease,398.0,16.3317
48561,OR,Sherman,Depression,398.0,14.3216
48562,OR,Sherman,Diabetes,398.0,19.3467
48563,OR,Sherman,Drug/Substance Abuse,398.0,3.7688
48565,OR,Sherman,Heart Failure,398.0,13.5678
48567,OR,Sherman,Hyperlipidemia,398.0,27.1357
48568,OR,Sherman,Hypertension,398.0,34.1709
48569,OR,Sherman,Ischemic Heart Disease,398.0,22.8643
48570,OR,Sherman,Osteoporosis,398.0,4.5226
48572,OR,Sherman,Stroke,398.0,3.2663
48573,OR,Tillamook,Alcohol Abuse,5731.0,2.3731
48574,OR,Tillamook,Alzheimer's Disease/Dementia,5731.0,6.1246
48575,OR,Tillamook,Arthritis,5731.0,25.7896
48576,OR,Tillamook,Asthma,5731.0,3.4374
48577,OR,Tillamook,Atrial Fibrillation,5731.0,7.9044
48579,OR,Tillamook,COPD,5731.0,9.1084
48580,OR,Tillamook,Cancer,5731.0,6.3689
48581,OR,Tillamook,Chronic Kidney Disease,5731.0,15.3202
48582,OR,Tillamook,Depression,5731.0,16.053
48583,OR,Tillamook,Diabetes,5731.0,20.7643
48584,OR,Tillamook,Drug/Substance Abuse,5731.0,3.5247
48586,OR,Tillamook,Heart Failure,5731.0,11.6036
