,State,County,ChronicConditionAmount,Beneficiaries,Prevalence,PerCapitaMedicareSpending
540,AR,Columbia,0 to 1,1157,28.39,1666.4748
541,AR,Columbia,2 to 3,1353,33.19,5364.179
542,AR,Columbia,4 to 5,927,22.74,12292.6575
543,AR,Columbia,6+,639,15.68,30471.5638
544,AR,Conway,0 to 1,1275,34.28,2078.5888
545,AR,Conway,2 to 3,1090,29.31,6271.8879
546,AR,Conway,4 to 5,774,20.81,12477.2178
547,AR,Conway,6+,580,15.6,32685.6939
548,AR,Craighead,0 to 1,4097,29.95,2136.7491
549,AR,Craighead,2 to 3,4259,31.13,5500.8654
550,AR,Craighead,4 to 5,3059,22.36,11814.5704
551,AR,Craighead,6+,2265,16.56,33479.8142
552,AR,Crawford,0 to 1,2136,28.97,1557.096
553,AR,Crawford,2 to 3,1930,26.18,5290.1499
554,AR,Crawford,4 to 5,1680,22.79,9648.5852
555,AR,Crawford,6+,1627,22.07,28809.3917
556,AR,Crittenden,0 to 1,1810,28.78,1454.138
557,AR,Crittenden,2 to 3,1819,28.93,5708.7241
558,AR,Crittenden,4 to 5,1495,23.78,11410.1434
559,AR,Crittenden,6+,1164,18.51,31893.519
560,AR,Cross,0 to 1,1050,36.4,2096.1455
561,AR,Cross,2 to 3,787,27.28,6339.4082
562,AR,Cross,4 to 5,596,20.66,12594.2108
563,AR,Cross,6+,452,15.67,35239.1252
564,AR,Dallas,0 to 1,398,30.59,2394.9816
565,AR,Dallas,2 to 3,385,29.59,6345.0099
566,AR,Dallas,4 to 5,310,23.83,13253.7727
567,AR,Dallas,6+,208,15.99,30698.5617
568,AR,Desha,0 to 1,678,31.71,2291.9913
569,AR,Desha,2 to 3,591,27.64,5126.2214
570,AR,Desha,4 to 5,506,23.67,13744.3268
571,AR,Desha,6+,363,16.98,36143.1455
572,AR,Drew,0 to 1,875,29.23,1893.0041
573,AR,Drew,2 to 3,850,28.39,5468.3249
574,AR,Drew,4 to 5,679,22.68,11923.4774
575,AR,Drew,6+,590,19.71,29433.1572
576,AR,Faulkner,0 to 1,4611,30.53,2046.7968
577,AR,Faulkner,2 to 3,4413,29.22,5922.0208
578,AR,Faulkner,4 to 5,3416,22.62,10722.2575
579,AR,Faulkner,6+,2665,17.64,28561.0877
580,AR,Franklin,0 to 1,829,30.74,1906.7928
581,AR,Franklin,2 to 3,752,27.88,4601.4773
582,AR,Franklin,4 to 5,590,21.88,10304.2465
583,AR,Franklin,6+,526,19.5,28120.1583
584,AR,Fulton,0 to 1,755,29.41,1727.5868
585,AR,Fulton,2 to 3,776,30.23,5962.6045
586,AR,Fulton,4 to 5,591,23.02,11534.5951
587,AR,Fulton,6+,445,17.34,29156.5456
588,AR,Garland,0 to 1,5840,29.71,2173.3257
589,AR,Garland,2 to 3,5844,29.73,5900.7105
590,AR,Garland,4 to 5,4496,22.88,11409.189
591,AR,Garland,6+,3474,17.68,32950.7659
592,AR,Grant,0 to 1,790,26.55,2169.0653
593,AR,Grant,2 to 3,857,28.81,5922.5155
594,AR,Grant,4 to 5,726,24.4,11272.7176
595,AR,Grant,6+,602,20.24,28780.7715
596,AR,Greene,0 to 1,2163,31.18,1910.5901
597,AR,Greene,2 to 3,2046,29.49,5693.146
598,AR,Greene,4 to 5,1454,20.96,11961.1853
599,AR,Greene,6+,1274,18.37,30679.8011
600,AR,Hempstead,0 to 1,1128,34.29,2136.1143
601,AR,Hempstead,2 to 3,908,27.6,5988.0486
602,AR,Hempstead,4 to 5,709,21.55,12462.8696
603,AR,Hempstead,6+,545,16.57,34884.9761
604,AR,Hot Spring,0 to 1,1495,26.62,1765.0581
605,AR,Hot Spring,2 to 3,1539,27.4,5821.8724
606,AR,Hot Spring,4 to 5,1377,24.51,10252.1407
607,AR,Hot Spring,6+,1206,21.47,27076.3257
608,AR,Howard,0 to 1,721,30.07,1919.0517
609,AR,Howard,2 to 3,743,30.98,5315.2523
610,AR,Howard,4 to 5,525,21.89,12732.9205
611,AR,Howard,6+,409,17.06,35091.3863
612,AR,Independence,0 to 1,1908,27.52,1862.6642
613,AR,Independence,2 to 3,1932,27.87,5543.5435
614,AR,Independence,4 to 5,1579,22.78,10567.8419
615,AR,Independence,6+,1513,21.83,28038.7605
616,AR,Izard,0 to 1,941,32.98,1909.6321
617,AR,Izard,2 to 3,808,28.32,6165.9133
618,AR,Izard,4 to 5,633,22.19,12239.5723
619,AR,Izard,6+,471,16.51,30955.9396
620,AR,Jackson,0 to 1,811,27.05,2182.1805
621,AR,Jackson,2 to 3,887,29.59,5559.9753
622,AR,Jackson,4 to 5,679,22.65,11725.8845
623,AR,Jackson,6+,621,20.71,29670.1808
624,AR,Jefferson,0 to 1,3011,29.49,1744.8832
625,AR,Jefferson,2 to 3,2831,27.73,5361.7735
626,AR,Jefferson,4 to 5,2439,23.89,11458.8306
627,AR,Jefferson,6+,1930,18.9,30911.6022
628,AR,Johnson,0 to 1,1320,35.43,1925.218
629,AR,Johnson,2 to 3,1028,27.59,5927.5067
630,AR,Johnson,4 to 5,787,21.12,10453.4138
631,AR,Johnson,6+,591,15.86,29576.5273
632,AR,Lafayette,0 to 1,431,29.99,1500.8106
633,AR,Lafayette,2 to 3,431,29.99,6628.6697
634,AR,Lafayette,4 to 5,334,23.24,12944.4269
635,AR,Lafayette,6+,241,16.77,29998.6653
636,AR,Lawrence,0 to 1,945,29.9,2218.9611
637,AR,Lawrence,2 to 3,946,29.93,5481.7026
638,AR,Lawrence,4 to 5,684,21.64,12147.1672
639,AR,Lawrence,6+,586,18.54,34590.2037
640,AR,Lee,0 to 1,371,27.85,1872.3777
641,AR,Lee,2 to 3,414,31.08,4932.8219
642,AR,Lee,4 to 5,333,25.0,9102.0595
643,AR,Lee,6+,214,16.07,28706.8576
644,AR,Lincoln,0 to 1,527,28.77,1984.3132
645,AR,Lincoln,2 to 3,479,26.15,5452.8115
646,AR,Lincoln,4 to 5,443,24.18,11835.2868
647,AR,Lincoln,6+,383,20.91,27258.4326
648,AR,Little River,0 to 1,647,27.43,1881.9577
649,AR,Little River,2 to 3,678,28.74,5253.1824
650,AR,Little River,4 to 5,555,23.53,11310.057
651,AR,Little River,6+,479,20.31,31179.8206
652,AR,Logan,0 to 1,1179,31.06,1532.6177
653,AR,Logan,2 to 3,1069,28.16,5299.2478
654,AR,Logan,4 to 5,813,21.42,10697.5223
655,AR,Logan,6+,735,19.36,33992.121
656,AR,Lonoke,0 to 1,3000,31.72,2095.0925
657,AR,Lonoke,2 to 3,2713,28.68,5850.4648
658,AR,Lonoke,4 to 5,2114,22.35,11279.5374
659,AR,Lonoke,6+,1631,17.24,25972.9687
660,AR,Madison,0 to 1,867,38.33,1391.9451
661,AR,Madison,2 to 3,621,27.45,5081.5343
662,AR,Madison,4 to 5,428,18.92,10777.6709
663,AR,Madison,6+,346,15.3,29755.4331
664,AR,Marion,0 to 1,1317,38.34,1645.7324
665,AR,Marion,2 to 3,1005,29.26,5292.8338
666,AR,Marion,4 to 5,664,19.33,11869.6654
667,AR,Marion,6+,449,13.07,28031.6454
668,AR,Miller,0 to 1,1839,29.48,1940.4255
669,AR,Miller,2 to 3,1739,27.87,5892.2949
670,AR,Miller,4 to 5,1372,21.99,11716.6781
671,AR,Miller,6+,1289,20.66,32038.4697
672,AR,Mississippi,0 to 1,1590,27.5,1997.8383
673,AR,Mississippi,2 to 3,1657,28.66,5583.556
674,AR,Mississippi,4 to 5,1391,24.06,10865.8592
675,AR,Mississippi,6+,1143,19.77,33034.4473
676,AR,Monroe,0 to 1,423,28.93,1784.1037
677,AR,Monroe,2 to 3,444,30.37,4270.7846
678,AR,Monroe,4 to 5,357,24.42,11126.366
679,AR,Monroe,6+,238,16.28,28568.0652
680,AR,Montgomery,0 to 1,718,36.28,1528.3686
681,AR,Montgomery,2 to 3,564,28.5,5458.5419
682,AR,Montgomery,4 to 5,389,19.66,10741.7982
683,AR,Montgomery,6+,308,15.56,27523.3607
684,AR,Nevada,0 to 1,573,36.9,1450.8054
685,AR,Nevada,2 to 3,480,30.91,6369.8418
686,AR,Nevada,4 to 5,296,19.06,14131.7304
687,AR,Nevada,6+,204,13.14,36142.3746
688,AR,Newton,0 to 1,691,40.82,1753.4297
689,AR,Newton,2 to 3,479,28.29,5038.7662
690,AR,Newton,4 to 5,315,18.61,10282.1538
691,AR,Newton,6+,208,12.29,28291.6073
692,AR,Ouachita,0 to 1,1331,33.11,1531.6004
693,AR,Ouachita,2 to 3,1180,29.35,5998.1038
694,AR,Ouachita,4 to 5,940,23.38,12036.2326
695,AR,Ouachita,6+,569,14.15,32852.4288
696,AR,Perry,0 to 1,618,32.14,2086.4262
697,AR,Perry,2 to 3,559,29.07,5896.6147
698,AR,Perry,4 to 5,445,23.14,11280.1481
699,AR,Perry,6+,301,15.65,27175.1618
700,AR,Phillips,0 to 1,939,31.4,1812.5579
701,AR,Phillips,2 to 3,934,31.24,5620.2351
702,AR,Phillips,4 to 5,653,21.84,12302.0714
703,AR,Phillips,6+,464,15.52,28220.0669
704,AR,Pike,0 to 1,649,30.83,1595.6174
705,AR,Pike,2 to 3,644,30.59,5710.4064
706,AR,Pike,4 to 5,447,21.24,12687.6665
707,AR,Pike,6+,365,17.34,33742.3614
708,AR,Poinsett,0 to 1,1044,26.41,2167.0664
709,AR,Poinsett,2 to 3,1204,30.46,5322.5795
710,AR,Poinsett,4 to 5,953,24.11,11489.9676
711,AR,Poinsett,6+,752,19.02,33971.9405
712,AR,Polk,0 to 1,1596,37.23,1639.6138
713,AR,Polk,2 to 3,1141,26.62,5443.8004
714,AR,Polk,4 to 5,801,18.68,10123.2836
715,AR,Polk,6+,749,17.47,31276.2264
716,AR,Pope,0 to 1,2958,33.48,2291.5289
717,AR,Pope,2 to 3,2520,28.53,6062.1567
718,AR,Pope,4 to 5,1856,21.01,10841.6484
719,AR,Pope,6+,1500,16.98,28344.7152
720,AR,Prairie,0 to 1,531,31.38,1474.8902
721,AR,Prairie,2 to 3,499,29.49,6014.8958
722,AR,Prairie,4 to 5,388,22.93,12355.3639
723,AR,Prairie,6+,274,16.19,28302.5231
724,AR,Pulaski,0 to 1,16993,32.89,2020.1238
725,AR,Pulaski,2 to 3,15117,29.26,6132.6273
726,AR,Pulaski,4 to 5,11369,22.01,12111.724
727,AR,Pulaski,6+,8181,15.84,30376.7373
728,AR,Randolph,0 to 1,952,30.54,1627.182
729,AR,Randolph,2 to 3,949,30.45,5601.0395
730,AR,Randolph,4 to 5,690,22.14,12566.1641
731,AR,Randolph,6+,526,16.88,33245.0422
732,AR,Saline,0 to 1,5773,31.63,2098.0634
733,AR,Saline,2 to 3,5447,29.85,6341.3183
734,AR,Saline,4 to 5,4059,22.24,12227.0847
735,AR,Saline,6+,2971,16.28,30495.734
736,AR,Scott,0 to 1,560,32.83,1570.9017
737,AR,Scott,2 to 3,409,23.97,4911.6607
738,AR,Scott,4 to 5,344,20.16,9474.5235
739,AR,Scott,6+,393,23.04,28358.6977
740,AR,Searcy,0 to 1,575,32.76,1607.9405
741,AR,Searcy,2 to 3,536,30.54,5723.9435
742,AR,Searcy,4 to 5,362,20.63,10136.5877
743,AR,Searcy,6+,282,16.07,25800.3431
744,AR,Sebastian,0 to 1,4753,30.24,1765.3029
745,AR,Sebastian,2 to 3,4370,27.8,5347.8061
746,AR,Sebastian,4 to 5,3464,22.04,10370.9376
747,AR,Sebastian,6+,3133,19.93,30710.3304
748,AR,Sevier,0 to 1,587,25.3,2227.5753
749,AR,Sevier,2 to 3,675,29.09,5143.0556
750,AR,Sevier,4 to 5,587,25.3,12372.887
751,AR,Sevier,6+,471,20.3,27711.0058
752,AR,Sharp,0 to 1,1377,31.42,2091.2496
753,AR,Sharp,2 to 3,1252,28.56,5464.7112
754,AR,Sharp,4 to 5,987,22.52,11404.2605
755,AR,Sharp,6+,767,17.5,33014.8367
756,AR,St. Francis,0 to 1,1029,30.41,1557.9266
757,AR,St. Francis,2 to 3,1057,31.24,5396.8006
758,AR,St. Francis,4 to 5,779,23.02,12633.8979
759,AR,St. Francis,6+,519,15.34,32624.5375
760,AR,Stone,0 to 1,1035,30.94,1700.8656
761,AR,Stone,2 to 3,837,25.02,5694.6036
762,AR,Stone,4 to 5,759,22.69,9548.5853
763,AR,Stone,6+,714,21.35,26250.5303
764,AR,Union,0 to 1,2307,31.9,1755.2669
765,AR,Union,2 to 3,2101,29.05,5861.3985
766,AR,Union,4 to 5,1584,21.9,11036.9955
767,AR,Union,6+,1241,17.16,29666.5907
772,AR,Van Buren,0 to 1,1201,32.57,1919.2621
773,AR,Van Buren,2 to 3,1075,29.15,6299.5957
774,AR,Van Buren,4 to 5,839,22.75,12277.9449
775,AR,Van Buren,6+,573,15.54,29568.146
776,AR,Washington,0 to 1,7693,35.36,2005.3908
777,AR,Washington,2 to 3,6276,28.85,5585.9852
778,AR,Washington,4 to 5,4388,20.17,11444.248
779,AR,Washington,6+,3400,15.63,30738.2919
780,AR,White,0 to 1,3572,28.39,2102.1863
781,AR,White,2 to 3,3760,29.89,5760.3636
782,AR,White,4 to 5,2915,23.17,11539.7089
783,AR,White,6+,2334,18.55,29248.3316
784,AR,Woodruff,0 to 1,416,29.63,1904.5583
785,AR,Woodruff,2 to 3,395,28.13,5983.6465
786,AR,Woodruff,4 to 5,307,21.87,12026.5149
787,AR,Woodruff,6+,286,20.37,26524.2477
788,AR,Yell,0 to 1,1091,33.34,1585.8028
789,AR,Yell,2 to 3,871,26.62,6054.7438
790,AR,Yell,4 to 5,719,21.97,10901.2914
791,AR,Yell,6+,591,18.06,29561.1866
796,CA,Alameda,0 to 1,37497,35.77,1880.5715
797,CA,Alameda,2 to 3,31099,29.66,5571.4536
798,CA,Alameda,4 to 5,21053,20.08,10791.3242
799,CA,Alameda,6+,15191,14.49,30426.6763
800,CA,Alpine,0 to 1,103,46.19,1554.6433
801,CA,Alpine,2 to 3,70,31.39,8254.9754
802,CA,Alpine,4 to 5,32,14.35,14009.4944
803,CA,Alpine,6+,18,8.07,31430.0783
804,CA,Amador,0 to 1,3033,37.72,1843.6017
805,CA,Amador,2 to 3,2482,30.87,5359.8622
806,CA,Amador,4 to 5,1556,19.35,10849.2511
807,CA,Amador,6+,970,12.06,27485.1732
808,CA,Butte,0 to 1,16071,35.4,2038.3567
809,CA,Butte,2 to 3,13638,30.04,5929.8302
810,CA,Butte,4 to 5,9160,20.18,11434.3976
811,CA,Butte,6+,6528,14.38,29611.16
812,CA,Calaveras,0 to 1,4106,39.02,1968.0068
813,CA,Calaveras,2 to 3,3159,30.02,5594.2503
814,CA,Calaveras,4 to 5,2015,19.15,11139.4004
815,CA,Calaveras,6+,1243,11.81,27135.3668
816,CA,Colusa,0 to 1,1000,32.98,1621.4583
817,CA,Colusa,2 to 3,943,31.1,4458.4514
818,CA,Colusa,4 to 5,683,22.53,8861.5817
819,CA,Colusa,6+,406,13.39,28181.6794
820,CA,Contra Costa,0 to 1,29650,37.46,2085.2296
821,CA,Contra Costa,2 to 3,23788,30.06,5991.0258
822,CA,Contra Costa,4 to 5,15100,19.08,11545.0305
823,CA,Contra Costa,6+,10609,13.4,31714.1664
824,CA,Del Norte,0 to 1,2100,39.47,1753.5645
825,CA,Del Norte,2 to 3,1599,30.06,4756.9997
826,CA,Del Norte,4 to 5,947,17.8,10728.3116
827,CA,Del Norte,6+,674,12.67,25860.7501
828,CA,El Dorado,0 to 1,9465,37.64,2058.7523
829,CA,El Dorado,2 to 3,7872,31.31,5727.047
830,CA,El Dorado,4 to 5,4822,19.18,10378.3341
831,CA,El Dorado,6+,2984,11.87,27168.2929
832,CA,Fresno,0 to 1,23145,29.67,1876.5055
833,CA,Fresno,2 to 3,21827,27.98,5748.0152
834,CA,Fresno,4 to 5,18553,23.79,10370.1697
835,CA,Fresno,6+,14472,18.55,26275.9978
836,CA,Glenn,0 to 1,1676,32.4,1759.3051
837,CA,Glenn,2 to 3,1519,29.36,5289.2772
838,CA,Glenn,4 to 5,1167,22.56,10821.9821
839,CA,Glenn,6+,811,15.68,27646.4136
840,CA,Humboldt,0 to 1,11128,44.11,1536.1587
841,CA,Humboldt,2 to 3,7150,28.34,5076.4082
842,CA,Humboldt,4 to 5,3972,15.74,10764.4087
843,CA,Humboldt,6+,2979,11.81,28120.6153
844,CA,Imperial,0 to 1,5924,28.64,1247.6458
845,CA,Imperial,2 to 3,4849,23.45,5851.226
846,CA,Imperial,4 to 5,5131,24.81,10663.0651
847,CA,Imperial,6+,4777,23.1,27906.0906
848,CA,Inyo,0 to 1,1751,42.12,2280.6905
849,CA,Inyo,2 to 3,1212,29.16,7207.5101
850,CA,Inyo,4 to 5,705,16.96,13628.8408
851,CA,Inyo,6+,489,11.76,27729.9715
852,CA,Kern,0 to 1,18393,29.79,1716.8784
853,CA,Kern,2 to 3,16407,26.57,5628.1537
854,CA,Kern,4 to 5,14304,23.16,10343.3279
855,CA,Kern,6+,12646,20.48,28986.269
856,CA,Kings,0 to 1,3760,30.04,1735.4666
857,CA,Kings,2 to 3,3600,28.77,5289.2531
858,CA,Kings,4 to 5,2882,23.03,9705.8776
859,CA,Kings,6+,2273,18.16,27262.0032
860,CA,Lake,0 to 1,5962,39.35,1844.4928
861,CA,Lake,2 to 3,4220,27.85,6448.1487
862,CA,Lake,4 to 5,2826,18.65,11850.4067
863,CA,Lake,6+,2145,14.16,30857.6094
864,CA,Lassen,0 to 1,1882,40.44,1585.4846
865,CA,Lassen,2 to 3,1334,28.66,5199.1402
866,CA,Lassen,4 to 5,893,19.19,9881.0403
867,CA,Lassen,6+,545,11.71,27774.3847
868,CA,Los Angeles,0 to 1,169367,29.48,1995.9842
869,CA,Los Angeles,2 to 3,142867,24.86,6358.8111
870,CA,Los Angeles,4 to 5,125850,21.9,11612.8966
871,CA,Los Angeles,6+,136519,23.76,34171.4284
872,CA,Madera,0 to 1,4350,31.63,1785.4671
873,CA,Madera,2 to 3,3739,27.19,5347.958
874,CA,Madera,4 to 5,3244,23.59,9455.2561
875,CA,Madera,6+,2420,17.6,24383.6865
876,CA,Marin,0 to 1,12116,40.87,2412.9975
877,CA,Marin,2 to 3,9351,31.54,6234.1662
878,CA,Marin,4 to 5,5115,17.25,12141.1257
879,CA,Marin,6+,3064,10.34,28146.2467
880,CA,Mariposa,0 to 1,1570,38.43,2025.5666
881,CA,Mariposa,2 to 3,1229,30.09,5294.2242
882,CA,Mariposa,4 to 5,781,19.12,11430.7993
883,CA,Mariposa,6+,505,12.36,27134.2409
884,CA,Mendocino,0 to 1,8410,43.33,2193.6553
885,CA,Mendocino,2 to 3,6105,31.45,5990.6448
886,CA,Mendocino,4 to 5,3078,15.86,11863.7118
887,CA,Mendocino,6+,1817,9.36,30315.0939
888,CA,Merced,0 to 1,8822,30.27,1555.3347
889,CA,Merced,2 to 3,8413,28.87,4809.4801
890,CA,Merced,4 to 5,6723,23.07,9795.777
891,CA,Merced,6+,5186,17.79,26478.0002
892,CA,Modoc,0 to 1,1014,46.51,2453.2434
893,CA,Modoc,2 to 3,612,28.07,5387.5064
894,CA,Modoc,4 to 5,356,16.33,13423.5935
895,CA,Modoc,6+,198,9.08,30636.7546
896,CA,Mono,0 to 1,786,52.89,2594.0206
897,CA,Mono,2 to 3,402,27.05,6920.6445
898,CA,Mono,4 to 5,205,13.8,14752.6082
899,CA,Mono,6+,93,6.26,38024.834
900,CA,Monterey,0 to 1,18378,34.05,1868.5613
901,CA,Monterey,2 to 3,17084,31.66,5043.714
902,CA,Monterey,4 to 5,11428,21.18,9841.1643
903,CA,Monterey,6+,7077,13.11,28411.8041
904,CA,Napa,0 to 1,5562,35.89,2001.8845
905,CA,Napa,2 to 3,4552,29.37,5984.7532
906,CA,Napa,4 to 5,2995,19.33,11172.908
907,CA,Napa,6+,2389,15.41,27393.9496
908,CA,Nevada,0 to 1,8441,36.56,1967.788
909,CA,Nevada,2 to 3,7579,32.82,5267.5279
910,CA,Nevada,4 to 5,4498,19.48,10207.7969
911,CA,Nevada,6+,2573,11.14,24296.7083
912,CA,Orange,0 to 1,59091,29.61,2407.2347
913,CA,Orange,2 to 3,57981,29.05,6390.2815
914,CA,Orange,4 to 5,46052,23.07,11215.1705
915,CA,Orange,6+,36471,18.27,30758.9277
916,CA,Placer,0 to 1,12882,35.52,2287.5076
917,CA,Placer,2 to 3,11377,31.37,6398.951
918,CA,Placer,4 to 5,7397,20.39,10427.7509
919,CA,Placer,6+,4615,12.72,25356.1803
920,CA,Plumas,0 to 1,2378,44.69,2146.5752
921,CA,Plumas,2 to 3,1591,29.9,6652.5448
922,CA,Plumas,4 to 5,799,15.02,11051.498
923,CA,Plumas,6+,553,10.39,34105.178
924,CA,Riverside,0 to 1,40918,33.42,2053.203
925,CA,Riverside,2 to 3,33307,27.2,6371.7941
926,CA,Riverside,4 to 5,26497,21.64,11558.6263
927,CA,Riverside,6+,21731,17.75,30657.1266
928,CA,Sacramento,0 to 1,35729,36.59,1698.7501
929,CA,Sacramento,2 to 3,27339,27.99,5462.7774
930,CA,Sacramento,4 to 5,19722,20.19,10061.1157
931,CA,Sacramento,6+,14869,15.23,28625.4004
932,CA,San Benito,0 to 1,2232,33.22,1941.5008
933,CA,San Benito,2 to 3,2052,30.54,4774.5357
934,CA,San Benito,4 to 5,1449,21.57,10266.5476
935,CA,San Benito,6+,986,14.67,25638.6915
936,CA,San Bernardino,0 to 1,30889,36.2,1699.7682
937,CA,San Bernardino,2 to 3,20768,24.34,6018.9587
938,CA,San Bernardino,4 to 5,17202,20.16,11371.3709
939,CA,San Bernardino,6+,16460,19.29,33486.2104
940,CA,San Diego,0 to 1,83045,39.53,1962.4599
941,CA,San Diego,2 to 3,56516,26.9,6632.9884
942,CA,San Diego,4 to 5,38754,18.45,12619.4839
943,CA,San Diego,6+,31761,15.12,32935.3836
944,CA,San Francisco,0 to 1,24597,35.99,1711.9686
945,CA,San Francisco,2 to 3,21464,31.4,4878.3396
946,CA,San Francisco,4 to 5,13558,19.84,10291.4531
947,CA,San Francisco,6+,8733,12.78,29475.5391
948,CA,San Joaquin,0 to 1,17107,31.16,1636.8171
949,CA,San Joaquin,2 to 3,15395,28.04,5256.4892
950,CA,San Joaquin,4 to 5,12595,22.94,10094.4625
951,CA,San Joaquin,6+,9801,17.85,26863.3325
952,CA,San Luis Obispo,0 to 1,17731,35.6,2374.8212
953,CA,San Luis Obispo,2 to 3,16455,33.04,5730.2306
954,CA,San Luis Obispo,4 to 5,10051,20.18,10407.5927
955,CA,San Luis Obispo,6+,5572,11.19,25718.7786
956,CA,San Mateo,0 to 1,21076,39.4,2062.266
957,CA,San Mateo,2 to 3,16341,30.54,5859.7858
958,CA,San Mateo,4 to 5,10197,19.06,11184.8812
959,CA,San Mateo,6+,5885,11.0,28937.4261
960,CA,Santa Barbara,0 to 1,19901,34.78,2215.2337
961,CA,Santa Barbara,2 to 3,17678,30.9,6044.1566
962,CA,Santa Barbara,4 to 5,12285,21.47,11124.4589
963,CA,Santa Barbara,6+,7349,12.84,27553.2856
964,CA,Santa Clara,0 to 1,43233,37.43,2043.757
965,CA,Santa Clara,2 to 3,34451,29.82,5726.6956
966,CA,Santa Clara,4 to 5,22950,19.87,10861.8875
967,CA,Santa Clara,6+,14882,12.88,30528.5329
968,CA,Santa Cruz,0 to 1,17559,42.44,2152.976
969,CA,Santa Cruz,2 to 3,12569,30.38,5650.4213
970,CA,Santa Cruz,4 to 5,7091,17.14,10626.6589
971,CA,Santa Cruz,6+,4159,10.05,27590.0251
972,CA,Shasta,0 to 1,17650,39.91,1903.9142
973,CA,Shasta,2 to 3,13069,29.55,5559.323
974,CA,Shasta,4 to 5,7969,18.02,10966.8975
975,CA,Shasta,6+,5535,12.52,28267.3748
976,CA,Sierra,0 to 1,358,43.77,1644.6275
977,CA,Sierra,2 to 3,244,29.83,4110.1976
978,CA,Sierra,4 to 5,123,15.04,10896.4164
979,CA,Sierra,6+,93,11.37,21246.5883
980,CA,Siskiyou,0 to 1,5378,46.7,2272.9106
981,CA,Siskiyou,2 to 3,3381,29.36,6279.3618
982,CA,Siskiyou,4 to 5,1807,15.69,11762.5585
983,CA,Siskiyou,6+,950,8.25,25672.3271
984,CA,Solano,0 to 1,14661,41.39,1555.496
985,CA,Solano,2 to 3,9227,26.05,5829.4659
986,CA,Solano,4 to 5,6588,18.6,11092.0866
987,CA,Solano,6+,4947,13.97,31555.7691
988,CA,Sonoma,0 to 1,18610,38.45,2258.8897
989,CA,Sonoma,2 to 3,14363,29.68,5987.2031
990,CA,Sonoma,4 to 5,8955,18.5,11512.5794
991,CA,Sonoma,6+,6469,13.37,28742.238
992,CA,Stanislaus,0 to 1,13329,33.62,1911.1515
993,CA,Stanislaus,2 to 3,10863,27.4,5597.1921
994,CA,Stanislaus,4 to 5,8576,21.63,10029.7079
995,CA,Stanislaus,6+,6883,17.36,28261.6495
996,CA,Sutter,0 to 1,3892,25.62,1681.962
997,CA,Sutter,2 to 3,4651,30.62,4729.2623
998,CA,Sutter,4 to 5,3727,24.53,8802.0501
999,CA,Sutter,6+,2921,19.23,25987.6735
1000,CA,Tehama,0 to 1,5270,38.73,1780.3651
1001,CA,Tehama,2 to 3,4139,30.42,5540.7677
1002,CA,Tehama,4 to 5,2599,19.1,10768.601
1003,CA,Tehama,6+,1598,11.74,28343.8593
1004,CA,Trinity,0 to 1,1441,45.91,1817.3771
1005,CA,Trinity,2 to 3,891,28.38,5368.5527
1006,CA,Trinity,4 to 5,487,15.51,11641.1848
1007,CA,Trinity,6+,320,10.19,30466.1936
1008,CA,Tulare,0 to 1,13275,28.95,1725.5239
1009,CA,Tulare,2 to 3,13060,28.48,5243.2318
1010,CA,Tulare,4 to 5,11264,24.56,9755.043
1011,CA,Tulare,6+,8261,18.01,26552.2203
1012,CA,Tuolumne,0 to 1,5241,37.52,1904.5624
1013,CA,Tuolumne,2 to 3,4467,31.98,5951.4425
1014,CA,Tuolumne,4 to 5,2684,19.21,10922.8147
1015,CA,Tuolumne,6+,1577,11.29,26197.5369
1020,CA,Ventura,0 to 1,26091,31.16,2283.0368
1021,CA,Ventura,2 to 3,24928,29.77,6336.4632
1022,CA,Ventura,4 to 5,18652,22.28,11643.0984
1023,CA,Ventura,6+,14051,16.78,30710.9341
1024,CA,Yolo,0 to 1,5749,38.8,1792.5401
1025,CA,Yolo,2 to 3,4445,30.0,5260.0022
1026,CA,Yolo,4 to 5,2814,18.99,9873.3019
1027,CA,Yolo,6+,1809,12.21,26494.019
1028,CA,Yuba,0 to 1,3245,31.2,1791.6735
1029,CA,Yuba,2 to 3,2868,27.58,4762.826
1030,CA,Yuba,4 to 5,2392,23.0,9298.4009
1031,CA,Yuba,6+,1894,18.21,29273.2387
1036,CO,Adams,0 to 1,9083,41.3,2097.6045
1037,CO,Adams,2 to 3,5829,26.5,6921.2425
1038,CO,Adams,4 to 5,4013,18.25,13093.2731
1039,CO,Adams,6+,3069,13.95,32338.0535
1040,CO,Alamosa,0 to 1,1017,47.3,1913.2941
1041,CO,Alamosa,2 to 3,633,29.44,7079.2041
1042,CO,Alamosa,4 to 5,323,15.02,15537.0376
1043,CO,Alamosa,6+,177,8.23,35920.8834
1044,CO,Arapahoe,0 to 1,15433,38.69,2323.6811
1045,CO,Arapahoe,2 to 3,11381,28.53,7526.8596
1046,CO,Arapahoe,4 to 5,7548,18.92,13606.7068
1047,CO,Arapahoe,6+,5525,13.85,33371.5663
1048,CO,Archuleta,0 to 1,1668,57.94,2317.688
1049,CO,Archuleta,2 to 3,749,26.02,7588.1451
1050,CO,Archuleta,4 to 5,328,11.39,12185.7028
1051,CO,Archuleta,6+,134,4.65,37517.3022
1052,CO,Baca,0 to 1,367,38.71,2041.5181
1053,CO,Baca,2 to 3,248,26.16,7771.2369
